article_link,title,author,date
https://timesofindia.indiatimes.com/world/us/our-future-president-elon-musk-hails-jd-vance-as-successor-of-donald-trump/articleshow/118641673.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/city/dehradun/rishikesh-badrinath-highway-blocked-due-to-landslide/articleshow/118641706.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/technology/tech-news/microsoft-wants-donald-trump-to-change-ai-chip-rules-that-names-india-uae-and-others-warns-it-will-become-gift-to-chinas-ai-sector/articleshow/118611100.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/spotlight/samsungs-monster-secret-is-out-agents-unleash-the-power-speed-and-style-of-galaxy-m16-and-m06-5g/articleshow/118625572.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/sports/cricket/icc-champions-trophy-2025/former-pakistan-captain-why-is-no-one-talking-about-english-cricket/articleshow/118640392.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/city/bengaluru/techie-held-for-reckless-riding-in-bengaluru-with-girlfriend-on-lap/articleshow/118635335.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/world/rest-of-world/nightmare-in-the-sky-aussie-couple-trapped-next-to-corpse-for-hours-on-qatar-airways-flight/articleshow/118569965.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/city/pune/punes-swargate-bus-rape-suspect-held-tried-to-end-life-thrice-by-hanging-self-while-in-hiding-police-chief/articleshow/118637024.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/world/us/watch-what-volodymyr-zelenskyy-said-on-owing-us-president-donald-trump-an-apology/articleshow/118640363.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/toi-plus/international/why-are-200-indians-stuck-on-the-thailand-myanmar-border/articleshow/118629792.cms,Why are 200 Indians stuck on the Thailand-Myanmar border?,N/A,N/A
https://timesofindia.indiatimes.com/toi-plus/business-economy/how-real-life-lucky-baskhars-are-causing-a-spike-in-gold-loan-defaults/articleshow/118623751.cms,How real-life Lucky Baskhars are causing a spike in gold loan defaults,N/A,N/A
https://timesofindia.indiatimes.com/toi-plus/politics/why-the-cms-of-andhra-and-tn-said-two-kids-are-too-few/articleshow/118631838.cms,Why the CMs of Andhra and TN said two kids are too few,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/who-is-taruna-agarwal-all-you-need-to-know-about-sonakshi-sinhas-sister-in-law/articleshow/118642706.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/sports/cricket/icc-champions-trophy-2025/australia-face-opener-dilemma-as-matt-short-likely-to-miss-champions-trophy-semi-final/articleshow/118641909.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/india/bihar-assembly-elections-has-nitish-kumar-lost-his-bargaining-power/articleshow/118633751.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/sports/nba/top-stories/will-devin-booker-play-tonight-against-the-new-orleans-pelicans-latest-update-on-the-phoenix-suns-stars-injury-report-february-28-2025/articleshow/118636950.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/sports/mlb/news/albert-pujols-set-to-return-to-the-wbc-as-the-dominican-republics-manager-in-2026/articleshow/118636133.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/world/us/trump-vs-zelenskyy-at-white-house-us-president-says-make-a-deal-or-we-are-out/articleshow/118635163.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/sports/cricket/icc-champions-trophy-2025/not-trying-to-compete-with-rishabh-pant-kl-rahul-breaks-silence-on-indias-selection-dilemma/articleshow/118633152.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/city/noida/misbehaved-beaten-with-sticks-iit-baba-alleges-assault-by-saffron-clad-men-during-news-debate-in-noida/articleshow/118640337.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/sports/mlb/news/he-cant-perform-fans-divided-over-aaron-judge-accepting-offer-to-play-2026-wbc-from-team-usa-side/articleshow/118627977.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/technology/social/elon-musks-daughter-on-canada-as-51st-state-debate-this-shit-has-upped-my-5000000/articleshow/118643524.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/sports/wwe/top-stories/wwe-veteran-rikishi-sends-special-advice-to-jey-uso-ahead-of-wrestlemania-41/articleshow/118635666.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/technology/social/ramadan-mubarak-2025-how-to-download-whatsapp-stickers-gifs-share-facebook-status-and-instagram-hashtags-to-wish-ramzan-kareem-to-friends-and-family/articleshow/118642092.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/technology/tech-news/vivo-t4x-5g-india-launch-date-confirmed-what-we-know/articleshow/118642353.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/education/news/rrb-level-1-recruitment-2025-registration-for-32438-posts-ends-today-direct-link-to-apply/articleshow/118641179.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/education/news/gate-answer-key-2025-challenge-window-closes-today-check-details-here/articleshow/118641406.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/education/news/csir-ugc-net-december-2024-nta-issues-fresh-admit-cards-for-assams-february-28-canceled-exam-direct-link-here/articleshow/118640971.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/sports/nfl/news/pat-mcafee-faces-legal-trouble-and-fbi-scrutiny-over-controversial-comments-about-ole-miss-student-mary-kate-cornett/articleshow/118640104.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/sports/nfl/news/wasted-at-the-bar-with-pals-taylor-swift-reportedly-has-a-few-non-negotiable-rules-for-travis-kelce-to-follow-strictly/articleshow/118614523.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/amitabh-bachchan-once-had-55-legal-cases-filed-against-him/articleshow/118643219.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/mika-singh-reacts-to-udit-narayans-kissing-controversy-jhumma-chumma-mere-student-aaye-hai/articleshow/118642877.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/deepika-padukone-reveals-she-was-hiding-her-visits-to-the-therapist-from-the-paparazzi-there-was-so-much-stigma-/articleshow/118642511.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/english/music/news/snoop-doggs-daughter-cori-broadus-welcomes-baby-girl-prematurely-at-25-weeks/articleshow/118643106.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/tv/news/hindi/exclusive-celebrity-masterchef-did-you-know-munmun-dutta-was-offered-the-cooking-reality-show-but-she-could-not-sign-due-to-this-reason/articleshow/118641786.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/has-metro-in-dino-been-pushed-to-2026/articleshow/118642935.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/box-office/does-the-box-office-success-of-vicky-kaushals-chhaava-re-affirm-that-only-larger-than-life-stories-rooted-in-indian-culture-are-working-trade-experts-discuss/articleshow/118627064.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/john-abraham-once-ate-64-rotis/articleshow/118642662.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/katrina-kaif-reveals-how-vicky-kaushal-reacts-to-her-work-meetings-at-home/articleshow/118642480.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/rajinikanths-unrequited-love-for-sridevi-and-why-he-couldnt-propose-to-her-she-fasted-for-7-days-for-thailavas-recovery/articleshow/118628711.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/7-early-signs-that-indicate-your-heart-arteries-are-blocked/articleshow/118608390.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/massaging-magnesium-oil-benefits-why-do-doctors-recommend-applying-magnesium-oil-to-thighs/articleshow/118622095.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/tv/news/hindi/krushna-abhishek-reacts-to-samay-rainas-indias-got-latent-controversy-says-he-had-invited-me-i-want-to-go-on-his-show/articleshow/118623476.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/tv/news/hindi/exclusive-sai-ketan-rao-without-a-godfather-in-the-industry-breaking-in-can-take-years-of-persistence-and-countless-rejections/articleshow/118640741.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/tv/news/hindi/kaun-banega-crorepati-16-contestant-zoha-requests-host-amitabh-bachchan-to-sign-her-journal-which-she-made-on-kbc/articleshow/118637053.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/tv/news/hindi/shark-tank-india-4-aman-gupta-questions-jaipur-based-baby-essentials-founders-for-choosing-vineeta-singh-over-ritesh-agarwal-vineeta-jokes-tum-kyu-phut-daal-rahe-ho/articleshow/118637284.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/irrfan-khans-son-babil-khan-clarifies-his-mother-sutapa-sikdar-solely-built-the-farmhouse-in-maharashtra-village-hero-chi-wadi-these-were-the-dreams-baba-couldnt-fulfill/articleshow/118637223.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/box-office/chhaava-box-office-collection-day-15-vicky-kaushal-starrer-continues-to-shine-enters-week-3-after-crossing-rs-400-crore-mark/articleshow/118639994.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/blake-lively-enlists-former-cia-official-amid-legal-battle-with-justin-baldoni/articleshow/118642373.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/web-series/news/korean/extraordinary-attorney-woo-star-kang-myung-joo-passes-away-at-54/articleshow/118642152.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/the-brutalist-feels-deeply-relevant-amid-todays-political-and-technological-upheaval-felicity-jones-and-guy-pearce/articleshow/118632277.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/english/music/news/did-kanye-west-post-a-pic-of-his-wife-bianca-censori-in-a-vulnerable-state-to-promote-their-film/articleshow/118518287.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/investigation-reveals-gene-hackman-was-likely-dead-for-nine-days-before-discovery-report/articleshow/118640075.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/jeffrey-epstein-contact-list-released-alec-baldwin-oscar-nominee-ralph-fiennes-michael-jackson-mick-jagger-among-other-hollywood-stars-names-included/articleshow/118615264.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/blake-lively-vs-justin-baldoni-christina-hendricks-and-chris-odowd-react-to-it-ends-with-us-legal-drama-its-wild-exclusive/articleshow/118590222.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/former-def-jam-president-kevin-liles-faces-sexual-assault-lawsuit-from-former-employee/articleshow/118627957.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/govinda-and-sunita-ahuja-filed-for-divorce-six-months-ago-shah-rukh-khans-family-to-move-out-of-mannat-aruna-irani-suffers-a-fall-in-bangkok-top-5-entertainment-news/articleshow/118583183.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/tanmay-bhat-and-rohan-joshi-respond-to-fans-question-on-not-taking-a-stand-for-ranveer-allahbadia-and-samay-raina-i-am-comedys-patient-zero/articleshow/118609562.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/ranveer-allahbadia-admits-to-his-mistake-in-statement-to-the-police-went-to-samay-rainas-show-because-hes-a-friend/articleshow/118557842.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/kiara-advani-sidharth-malhotra-announce-pregnancy-with-a-cute-pic-netizens-react-biggest-blessing-/articleshow/118624007.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/box-office/mere-husband-ki-biwi-box-office-collection-day-7-arjun-kapoors-rom-com-fails-to-attract-footfall-mints-rs-6-7-crore-in-week-1/articleshow/118614774.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/etimes/trending/how-is-the-king-cobra-different-from-other-cobras-size-diet-venom-and-other-key-differences/articleshow/118548578.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/etimes/trending/komodo-dragon-vs-king-cobra-physical-traits-venom-and-who-would-win-in-a-fight/articleshow/118537583.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/etimes/trending/how-did-one-battle-in-1739-shatter-the-mughal-empire-the-story-you-need-to-know/articleshow/118609171.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/etimes/trending/strange-happenings-under-the-sea-is-the-ocean-hinting-at-an-upcoming-disaster/articleshow/118430136.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/etimes/trending/scientists-discover-25000-years-old-pyramid-and-its-not-man-made/articleshow/118579604.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/etimes/trending/why-do-the-japanese-believe-that-if-doomsday-fish-comes-to-the-surface-it-means-disaster-will-follow/articleshow/118574658.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/sports/nba/top-stories/la-clippers-vs-los-angeles-lakers-02/28-box-score-player-stats-game-summary-and-more/articleshow/118642611.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/sports/nba/top-stories/anthony-edwards-girlfriend-jeanine-robel-and-jordyn-woods-melt-hearts-with-their-emotional-instagram-exchange-couldnt-keep-us-apart/articleshow/118641902.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/sports/nba/top-stories/nba-analyst-gives-bombshell-verdict-on-lebron-james-face-of-the-league-status-he-is-not-even-the-most-liked-player-like-steph-/articleshow/118642014.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/sports/nfl/news/mason-taylor-proved-at-the-nfl-combine-hes-better-than-most-tight-ends-in-this-draft/articleshow/118640994.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/sports/nfl/news/i-did-not-act-inappropriately-justin-tucker-has-denied-allegations-of-sexual-misconduct-expressing-his-devastation-over-the-situation/articleshow/118640110.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/sports/nfl/news/joe-burrow-gets-dragged-into-a-new-controversy-and-slammed-by-fans-as-bengals-cafeteria-receives-lowest-ranking/articleshow/118600736.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/sports/nfl/news/nfl-combine-2025-winners-and-losers-breaking-down-combine-results-after-day-2/articleshow/118642003.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/sports/nfl/news/if-somebodys-son-is-good-enough-cam-newton-thinks-deion-sanders-has-done-nothing-wrong-by-giving-his-son-the-opportunity/articleshow/118563463.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/sports/nba/top-stories/nba-buyout-rumors-los-angeles-lakers-could-potentially-want-to-bag-160-million-oklahoma-city-thunder-point-guard-to-support-lebron-james-and-luka-doncic-in-stellar-championship-run/articleshow/118587126.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/sports/nfl/news/take-his-ball-skills-and-quickness-espns-mel-kiper-jr-believes-travis-hunter-would-best-fit-for-the-giants/articleshow/118606391.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/sports/nba/top-stories/sydel-curry-lee-becomes-emotional-as-her-brother-steph-curry-honors-mom-with-jersey/articleshow/118631619.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/sports/nba/top-stories/stephen-curry-receives-heartfelt-tribute-from-golden-state-warriors-after-56-point-show-against-orlando-magic/articleshow/118618313.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/city/thane/kdmc-files-case-against-five-developers-for-illegal-construction-in-kalyan/articleshow/118618382.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/city/agra/please-think-about-men-too-they-become-very-lonely-mumbai-firm-manager-in-video-before-killing-self/articleshow/118640162.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/city/dehradun/nainital-professor-trapped-in-longest-18-day-digital-arrest-duped-of-rs-47-lakh/articleshow/118610025.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/city/dehradun/pm-narendra-modi-speaks-to-uttarakhand-cm-pushkar-singh-dhami-reviews-rescue-efforts-after-chamoli-avalanche/articleshow/118641852.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/city/dehradun/rishikesh-100-tourists-from-haryana-stranded-as-ganga-swells-rescued-by-police-video-goes-viral/articleshow/118621094.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/city/mumbai/like-bengaluru-techie-atul-subhash-mumbai-firm-manager-manav-sharma-dies-by-suicide-after-harassment-by-wife/articleshow/118620781.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/city/chandigarh/heavy-rain-snowfall-disrupt-life-in-many-parts-of-himachal-pradesh/articleshow/118634845.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-astrological-predictions-for-march-01-2025/articleshow/118627788.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/astrology/horoscope/march-2025-aquarius-predictions-love-career-and-finance-predictions/articleshow/118627163.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/astrology/horoscope/march-2025-capricorn-predictions-love-career-and-finance-predictions/articleshow/118627061.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/astrology/horoscope/march-2025-sagittarius-predictions-love-career-and-finance-predictions/articleshow/118626953.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/astrology/horoscope/march-2025-scorpio-predictions-love-career-and-finance-predictions/articleshow/118626855.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/life-style/health-fitness/weight-loss/woman-on-ozempic-switched-to-chia-seeds-and-this-was-the-result/articleshow/118641941.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/life-style/health-fitness/weight-loss/6-things-to-do-in-the-morning-to-lose-water-weight/articleshow/118637228.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/life-style/fashion/luxury/runway/pradas-fall-winter-2025-26-collection-a-liberating-take-on-the-little-black-dress-at-milan-fashion-week/articleshow/118641270.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/life-style/relationships/love-sex/elon-musk-welcomes-14th-child-reveals-his-partner-who-is-shivon-zilis/articleshow/118643689.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/life-style/relationships/love-sex/5-simple-ways-to-magically-improve-your-relationship/articleshow/118637101.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/life-style/beauty/5-ways-to-unclog-large-visible-facial-pores/articleshow/118418634.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/life-style/fashion/buzz/how-to-use-onion-juice-to-regrow-hair-in-bald-patches/articleshow/118635427.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/life-style/parenting/moments/meet-elon-musks-newborn-his-14th-child-seldon-lycrugus/articleshow/118642968.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/life-style/food-news/5-cinnamon-based-beverages-that-can-naturally-lower-ldl-levels/articleshow/118636830.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/life-style/travel/destinations/jaisalmer-or-jodhpur-which-desert-city-should-you-visit/articleshow/118627056.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/life-style/travel/news/the-5-min-city-where-everything-is-reachable-in-5-mins/articleshow/118629220.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/astrology/horoscope/march-2025-money-horoscope-financial-forecast-for-every-zodiac-sign/articleshow/118638029.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/astrology/horoscope/march-2025-love-horoscope-what-the-stars-reveal-about-your-relationships/articleshow/118637870.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/astrology/horoscope/march-2025-health-horoscope-astrologys-guide-to-your-health-and-well-being/articleshow/118637633.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/life-style/relationships/work/ramadan-mubarak-2025-best-ramzan-wishes-and-messages-to-share-with-your-family-friends-colleagues-and-relatives/articleshow/118606146.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/do-not-take-ibuprofen-if-you-have-these-symptoms-nhs-warns/articleshow/118540180.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/kunj-anand-addresses-box-office-failure-of-junaid-khan-and-khushi-kapoors-loveyapa-audience-will-connect-with-it-once-/articleshow/118633806.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/mika-singh-recalls-gifting-shah-rukh-khan-amitabh-bachchan-and-gurdas-maan-a-rs-50-lakh-diamond-ring-shares-secret-moments-from-hrithik-roshans-birthday-bash/articleshow/118637244.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/tv/news/hindi/kaun-banega-crorepati-16-contestant-zoha-talks-about-running-42kms-marathon-host-amitabh-bachchan-recalls-i-would-also-participate-in-college-but-we-would-stop-at-sweet-shops/articleshow/118636799.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/tv/news/hindi/shark-tank-india-4-aman-gupta-cracks-a-joke-anupam-mittal-says-you-remind-me-of-my-6-year-old-daughter-alyssa-she-cracks-similar-jokes/articleshow/118635113.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/tv/news/hindi/bigg-boss-18s-chum-darang-reveals-she-was-originally-cast-in-manoj-bajpayees-the-family-man-3-heres-why-she-could-not-do-the-series/articleshow/118633298.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/imran-khan-reveals-how-he-met-his-girlfriend-lekha-washington-her-then-partner-actually-was-an-old-old-school-friend-of-mine/articleshow/118636048.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/when-saif-ali-khan-revealed-sharmila-tagore-was-hurt-upon-learning-about-his-first-marriage-to-amrita-singh-a-big-tear-fell-out/articleshow/118616349.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/sandeep-reddy-vanga-reveals-the-reason-behind-bobby-deols-mute-character-in-animal-i-didnt-want-the-same-old-dialoguebaazi/articleshow/118608948.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/music/news/javed-akhtar-on-the-decline-of-poetry-in-cinema-exclusive-insights/articleshow/117634742.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/music/news/coldplay-concludes-india-tour-well-never-forget-these-two-weeks/articleshow/117602190.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/music/news/sonu-nigams-version-of-mere-dholna-3-0-from-bhool-bhulaiyaa-3-receives-rave-reviews-from-fans/articleshow/114953091.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/events/delhi/japanese-cuisine-goodwill-ambassadors-appointed-in-india/articleshow/118627608.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/events/delhi/parikrama-to-collaborate-with-over-40-musicians-at-a-festival/articleshow/118580264.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/events/delhi/seventeenth-triennial-conference-concludes-with-global-participation/articleshow/118579310.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/madhu-chopra-calls-bajirao-mastani-priyanka-chopras-most-challenging-work-sanjay-leela-bhansali-isnt-an-easy-director/articleshow/118640623.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/govindas-wife-sunita-ahuja-shuts-down-divorce-rumours-reveals-why-they-live-separately-koi-mai-ka-laal-watch-video/articleshow/118637202.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/michelle-trachtenbergs-cause-of-death-undetermined-family-declines-autopsy/articleshow/118614670.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/sports/cricket/icc-champions-trophy-2025/very-hard-on-rishabh-ryan-ten-doeschate-on-indias-kl-rahul-vs-rishabh-pant-selection-headache-at-champions-trophy/articleshow/118639915.cms,N/A,N/A,N/A
https://timesofindia.indiatimes.com/sports/cricket/icc-champions-trophy-2025/champions-trophy-digest-australia-advance-to-semis-south-africa-eye-the-last-knockout-spot-as-rain-dents-afghanistans-hopes/articleshow/118640015.cms,N/A,N/A,N/A
